url_path,views_total,views_unique
/nf-neuro/MultiQC_neuroimaging/pull/11,17,4
/nf-neuro/MultiQC_neuroimaging,14,1
/nf-neuro/MultiQC_neuroimaging/pulls,13,2
/nf-neuro/MultiQC_neuroimaging/pull/10,12,2
/nf-neuro/MultiQC_neuroimaging/issues,5,1
/nf-neuro/MultiQC_neuroimaging/pull/10/changes,3,2
/nf-neuro/MultiQC_neuroimaging/pull/11/changes,3,1
/nf-neuro/MultiQC_neuroimaging/actions/runs/23207383884/job/67446473755,2,1
/nf-neuro/MultiQC_neuroimaging/forks,2,1
/nf-neuro/MultiQC_neuroimaging/issues/12,2,1
