url_path,views_total,views_unique
/nf-neuro/MultiQC_neuroimaging,11,2
/nf-neuro/MultiQC_neuroimaging/releases,5,1
/nf-neuro/MultiQC_neuroimaging/issues,3,3
/nf-neuro/MultiQC_neuroimaging/pull/21,3,1
/nf-neuro/MultiQC_neuroimaging/pulls,3,1
/nf-neuro/MultiQC_neuroimaging/releases/new,2,1
/nf-neuro/MultiQC_neuroimaging/blob/main/neuroimaging/__init__.py,1,1
/nf-neuro/MultiQC_neuroimaging/blob/main/pyproject.toml,1,1
/nf-neuro/MultiQC_neuroimaging/compare/main...gagnonanthony:fix/colors,1,1
/nf-neuro/MultiQC_neuroimaging/releases/edit/v0.1.3,1,1
