url_path,views_total,views_unique
/nf-neuro/MultiQC_neuroimaging,16,3
/nf-neuro/MultiQC_neuroimaging/pull/18,6,2
/nf-neuro/MultiQC_neuroimaging/tree/main/neuroimaging,4,2
/nf-neuro/MultiQC_neuroimaging/tree/main/neuroimaging/modules,3,2
/nf-neuro/MultiQC_neuroimaging/pulls,3,1
/nf-neuro/MultiQC_neuroimaging/actions/runs/25498305835/job/74825611060,2,1
/nf-neuro/MultiQC_neuroimaging/pull/18/changes,2,1
/nf-neuro/MultiQC_neuroimaging/releases,2,1
/nf-neuro/MultiQC_neuroimaging/tree/main/neuroimaging/modules/atlaslabels,2,1
/nf-neuro/MultiQC_neuroimaging/actions/runs/25506343685/job/74852887217,1,1
