url_path,views_total,views_unique
/nf-neuro/MultiQC_neuroimaging/pull/11,17,4
/nf-neuro/MultiQC_neuroimaging,17,2
/nf-neuro/MultiQC_neuroimaging/pulls,14,2
/nf-neuro/MultiQC_neuroimaging/pull/10,11,2
/nf-neuro/MultiQC_neuroimaging/pull/13,5,2
/nf-neuro/MultiQC_neuroimaging/issues,5,1
/nf-neuro/MultiQC_neuroimaging/pull/10/changes,3,2
/nf-neuro/MultiQC_neuroimaging/pull/11/changes,3,1
/nf-neuro/MultiQC_neuroimaging/pull/13/changes,2,2
/nf-neuro/MultiQC_neuroimaging/actions/runs/19674199024/job/56350711457,2,1
