url_path,views_total,views_unique
/scilus/sf-pediatric,15,10
/scilus/sf-pediatric/issues,4,2
/scilus/sf-pediatric/actions/runs/21879052937,2,2
/scilus/sf-pediatric/blob/main/assets/sf-pediatric-schema.png,2,2
/scilus/sf-pediatric/issues/26,2,2
/scilus/sf-pediatric/blob/dev/assets/Docker/reconallclinical/nf-pediatric-freesurfer.Dockerfile,2,1
/scilus/sf-pediatric/pull/128,2,1
/scilus/sf-pediatric/tree/dev,2,1
/scilus/sf-pediatric/actions/runs/18246150311,1,1
/scilus/sf-pediatric/actions/runs/30394633332/job/90394780460,1,1
