time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-28 00:00:00+00:00,2,2,16,2
2026-04-29 00:00:00+00:00,1,1,4,2
2026-04-30 00:00:00+00:00,0,0,7,2
2026-05-01 00:00:00+00:00,1,1,4,2
2026-05-02 00:00:00+00:00,1,1,0,0
2026-05-03 00:00:00+00:00,1,1,0,0
2026-05-04 00:00:00+00:00,1,1,19,2
2026-05-05 00:00:00+00:00,1,1,3,2
2026-05-06 00:00:00+00:00,0,0,2,2
2026-05-07 00:00:00+00:00,0,0,2,1
2026-05-08 00:00:00+00:00,18,2,13,1
2026-05-09 00:00:00+00:00,9,1,8,2
2026-05-10 00:00:00+00:00,1,1,1,1
2026-05-11 00:00:00+00:00,9,1,5,3
