time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-28 00:00:00+00:00,0,0,0,0
2026-03-01 00:00:00+00:00,0,0,2,1
2026-03-02 00:00:00+00:00,0,0,8,4
2026-03-03 00:00:00+00:00,6,1,36,5
2026-03-04 00:00:00+00:00,231,18,53,3
2026-03-05 00:00:00+00:00,9,2,22,3
2026-03-06 00:00:00+00:00,3,2,2,2
2026-03-07 00:00:00+00:00,0,0,1,1
2026-03-08 00:00:00+00:00,2,2,0,0
2026-03-09 00:00:00+00:00,0,0,6,1
2026-03-10 00:00:00+00:00,1,1,1,1
2026-03-11 00:00:00+00:00,0,0,1,1
2026-03-12 00:00:00+00:00,1,1,5,1
2026-03-13 00:00:00+00:00,1,1,14,2
