time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-12 00:00:00+00:00,120,36,21,3
2026-05-13 00:00:00+00:00,2,2,21,3
2026-05-14 00:00:00+00:00,12,12,0,0
2026-05-15 00:00:00+00:00,42,17,21,3
2026-05-16 00:00:00+00:00,5,5,5,2
2026-05-17 00:00:00+00:00,8,8,2,2
2026-05-18 00:00:00+00:00,6,6,0,0
2026-05-19 00:00:00+00:00,19,11,12,4
2026-05-20 00:00:00+00:00,12,11,39,1
2026-05-21 00:00:00+00:00,5,4,13,4
2026-05-22 00:00:00+00:00,33,9,14,5
2026-05-23 00:00:00+00:00,5,5,1,1
2026-05-24 00:00:00+00:00,3,3,25,4
2026-05-25 00:00:00+00:00,17,5,20,4
