time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-17 00:00:00+00:00,5,5,32,3
2026-06-18 00:00:00+00:00,10,10,2,1
2026-06-19 00:00:00+00:00,4,4,17,1
2026-06-20 00:00:00+00:00,11,6,6,1
2026-06-21 00:00:00+00:00,8,4,0,0
2026-06-22 00:00:00+00:00,18,10,3,1
2026-06-23 00:00:00+00:00,160,57,29,3
2026-06-24 00:00:00+00:00,25,9,8,5
2026-06-25 00:00:00+00:00,34,11,21,3
2026-06-26 00:00:00+00:00,21,9,8,3
2026-06-27 00:00:00+00:00,3,3,0,0
2026-06-28 00:00:00+00:00,2,2,2,1
2026-06-29 00:00:00+00:00,9,7,11,7
2026-06-30 00:00:00+00:00,5,3,2,2
