time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-05 00:00:00+00:00,7,4,41,5
2026-03-06 00:00:00+00:00,23,10,24,7
2026-03-07 00:00:00+00:00,30,14,15,1
2026-03-08 00:00:00+00:00,3,2,0,0
2026-03-09 00:00:00+00:00,3,2,6,1
2026-03-10 00:00:00+00:00,4,3,4,2
2026-03-11 00:00:00+00:00,4,2,0,0
2026-03-12 00:00:00+00:00,8,6,4,2
2026-03-13 00:00:00+00:00,60,24,66,5
2026-03-14 00:00:00+00:00,7,6,0,0
2026-03-15 00:00:00+00:00,8,5,0,0
2026-03-16 00:00:00+00:00,4,3,0,0
2026-03-17 00:00:00+00:00,52,21,23,4
2026-03-18 00:00:00+00:00,7,6,9,2
