time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-16 00:00:00+00:00,4,3,0,0
2026-03-17 00:00:00+00:00,52,21,23,4
2026-03-18 00:00:00+00:00,7,6,9,2
2026-03-19 00:00:00+00:00,10,9,22,3
2026-03-20 00:00:00+00:00,10,6,0,0
2026-03-21 00:00:00+00:00,5,4,0,0
2026-03-22 00:00:00+00:00,26,15,0,0
2026-03-23 00:00:00+00:00,3,2,6,2
2026-03-24 00:00:00+00:00,8,5,12,1
2026-03-25 00:00:00+00:00,4,4,26,2
2026-03-26 00:00:00+00:00,5,3,38,2
2026-03-27 00:00:00+00:00,6,3,11,4
2026-03-28 00:00:00+00:00,5,4,1,1
2026-03-29 00:00:00+00:00,8,7,10,1
