time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-06 00:00:00+00:00,113,47,11,3
2026-05-07 00:00:00+00:00,67,21,27,6
2026-05-08 00:00:00+00:00,84,34,38,2
2026-05-09 00:00:00+00:00,18,11,29,5
2026-05-10 00:00:00+00:00,3,3,0,0
2026-05-11 00:00:00+00:00,109,36,28,4
2026-05-12 00:00:00+00:00,120,36,21,3
2026-05-13 00:00:00+00:00,2,2,21,3
2026-05-14 00:00:00+00:00,12,12,0,0
2026-05-15 00:00:00+00:00,42,17,21,3
2026-05-16 00:00:00+00:00,5,5,5,2
2026-05-17 00:00:00+00:00,8,8,2,2
2026-05-18 00:00:00+00:00,6,6,0,0
2026-05-19 00:00:00+00:00,19,11,12,4
