time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,4,3,3,2
2026-05-27 00:00:00+00:00,9,5,0,0
2026-05-28 00:00:00+00:00,29,9,8,4
2026-05-29 00:00:00+00:00,14,9,24,3
2026-05-30 00:00:00+00:00,4,4,0,0
2026-05-31 00:00:00+00:00,2,2,0,0
2026-06-01 00:00:00+00:00,12,6,13,4
2026-06-02 00:00:00+00:00,17,9,6,3
2026-06-03 00:00:00+00:00,148,53,47,4
2026-06-04 00:00:00+00:00,319,104,74,8
2026-06-05 00:00:00+00:00,7,7,10,4
2026-06-06 00:00:00+00:00,18,9,12,2
2026-06-07 00:00:00+00:00,7,7,0,0
2026-06-08 00:00:00+00:00,4,4,26,5
