time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-08 00:00:00+00:00,9,5,21,6
2026-09-09 00:00:00+00:00,18,7,20,4
2026-09-10 00:00:00+00:00,201,60,53,6
2026-09-11 00:00:00+00:00,126,38,38,5
2026-09-12 00:00:00+00:00,5,5,1,1
2026-09-13 00:00:00+00:00,22,15,2,2
2026-09-14 00:00:00+00:00,10,8,0,0
2026-09-15 00:00:00+00:00,27,9,12,6
2026-09-16 00:00:00+00:00,58,20,44,6
2026-09-17 00:00:00+00:00,166,51,33,4
2026-09-18 00:00:00+00:00,100,31,24,5
2026-09-19 00:00:00+00:00,5,5,1,1
2026-09-20 00:00:00+00:00,10,9,1,1
2026-09-21 00:00:00+00:00,69,24,41,6
