url_path,views_total,views_unique
/scilus/sf-mouse,16,8
/scilus/sf-mouse/releases,3,2
/scilus/sf-mouse/blob/main/modules/local/preproc/singleeddy/main.nf,3,1
/scilus/sf-mouse/tags,2,1
/scilus/nf-mouse/milestones,1,1
/scilus/sf-mouse/blob/45c31e2fbed840619707fac94dd188da50e88d2f/nextflow.config,1,1
/scilus/sf-mouse/blob/main/conf/base.config,1,1
/scilus/sf-mouse/blob/main/nextflow.config,1,1
/scilus/sf-mouse/commit/45c31e2fbed840619707fac94dd188da50e88d2f,1,1
/scilus/sf-mouse/commit/9812ade69c3f37a582fde7cfbefeb28f9a97f64c,1,1
