url_path,views_total,views_unique
/scilus/sf-mouse,17,8
/scilus/sf-mouse/releases,3,2
/scilus/sf-mouse/blob/main/modules/local/preproc/singleeddy/main.nf,3,1
/scilus/sf-mouse/tags,2,1
/scilus/nf-mouse/milestones,1,1
/scilus/sf-mouse/blob/45c31e2fbed840619707fac94dd188da50e88d2f/nextflow.config,1,1
/scilus/sf-mouse/blob/main/conf/base.config,1,1
/scilus/sf-mouse/blob/main/main.nf,1,1
/scilus/sf-mouse/blob/main/modules/local/mouse/combinestats/main.nf,1,1
/scilus/sf-mouse/blob/main/nextflow.config,1,1
