time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-10 00:00:00+00:00,3,3,12,2
2026-09-11 00:00:00+00:00,1,1,2,1
2026-09-12 00:00:00+00:00,0,0,0,0
2026-09-13 00:00:00+00:00,9,9,1,1
2026-09-14 00:00:00+00:00,0,0,0,0
2026-09-15 00:00:00+00:00,1,1,6,2
2026-09-16 00:00:00+00:00,6,5,7,4
2026-09-17 00:00:00+00:00,8,8,1,1
2026-09-18 00:00:00+00:00,11,8,1,1
2026-09-19 00:00:00+00:00,11,3,3,1
2026-09-20 00:00:00+00:00,15,2,2,2
2026-09-21 00:00:00+00:00,7,2,21,6
2026-09-22 00:00:00+00:00,1,1,9,4
2026-09-23 00:00:00+00:00,3,3,2,2
