url_path,views_total,views_unique
/scilus/sf-tractomics,20,10
/scilus/sf-tractomics/pulls,3,3
/scilus/sf-tractomics/blob/main/subworkflows/nf-neuro/tractoflow/main.nf,2,2
/scilus/sf-tractomics/blob/main/workflows/sf-tractomics.nf,2,2
/scilus/sf-tractomics/tree/main/conf,2,1
/scilus/sf-tractomics/tree/main/modules/nf-neuro/preproc,2,1
/scilus/sf-tractomics/tree/main/subworkflows/nf-neuro,2,1
/scilus/sf-tractomics/actions,1,1
/scilus/sf-tractomics/blob/TEMPLATE/nextflow_schema.json,1,1
/scilus/sf-tractomics/blob/main/CITATIONS.md,1,1
