time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-03 00:00:00+00:00,4,4,17,7
2026-04-04 00:00:00+00:00,1,1,8,2
2026-04-05 00:00:00+00:00,3,3,7,2
2026-04-06 00:00:00+00:00,1,1,16,3
2026-04-07 00:00:00+00:00,0,0,10,2
2026-04-08 00:00:00+00:00,1,1,19,1
2026-04-09 00:00:00+00:00,22,6,9,2
2026-04-10 00:00:00+00:00,2,2,19,5
2026-04-11 00:00:00+00:00,3,3,3,2
2026-04-12 00:00:00+00:00,2,2,0,0
2026-04-13 00:00:00+00:00,17,2,22,4
2026-04-14 00:00:00+00:00,40,17,123,7
2026-04-15 00:00:00+00:00,74,27,76,7
2026-04-16 00:00:00+00:00,2,2,26,4
