url_path,views_total,views_unique
/scilus/sf-tractomics,27,15
/scilus/sf-tractomics/pull/117,11,2
/scilus/sf-tractomics/blob/main/workflows/sf-tractomics.nf,9,2
/scilus/sf-tractomics/pull/117/changes,7,2
/scilus/sf-tractomics/pulls,6,2
/scilus/sf-tractomics/issues,4,2
/scilus/sf-tractomics/blob/main/subworkflows/local/utils_nfcore_sf-tractomics_pipeline/main.nf,4,1
/scilus/sf-tractomics/blob/main/nextflow.config,3,3
/scilus/sf-tractomics/tree/main/conf,3,3
/scilus/sf-tractomics/tree/main/workflows,3,1
