time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-18 00:00:00+00:00,7,3,0,0
2026-06-19 00:00:00+00:00,0,0,14,4
2026-06-20 00:00:00+00:00,48,11,34,2
2026-06-21 00:00:00+00:00,33,5,0,0
2026-06-22 00:00:00+00:00,10,1,4,3
2026-06-23 00:00:00+00:00,22,4,118,4
2026-06-24 00:00:00+00:00,1,1,1,1
2026-06-25 00:00:00+00:00,4,1,8,1
2026-06-26 00:00:00+00:00,0,0,1,1
2026-06-27 00:00:00+00:00,0,0,2,1
2026-06-28 00:00:00+00:00,1,1,0,0
2026-06-29 00:00:00+00:00,0,0,18,1
2026-06-30 00:00:00+00:00,1,1,6,2
2026-07-01 00:00:00+00:00,0,0,5,2
